flybase_gene_id	flybase_symbol	TSS.rep1.mef2_06to08h	TSS.rep2.mef2_06to08h
FBgn0036652	CG13032	-1.255134668	-1.36337341
FBgn0036654	CG9692	-1.265118757	-1.787647599
FBgn0036656	CG13026	-1.464588034	-1.845105753
FBgn0036659	CG9701	-1.331950265	-1.969094471
FBgn0036660	CG13025	0.207548203	1.704818953
FBgn0036661	CG9705	0.966298833	2.993801535
FBgn0036662	CG9706	-0.064728062	1.273845328
FBgn0036663	CG9674	1.488228697	3.383079911
FBgn0036665	CG13024	0.490051433	-0.70301961
FBgn0036666	TSG101	-2.616591127	-0.528521879
FBgn0036668	CG9715	1.09336908	2.741398912
FBgn0036670	CG13029	-0.631510547	-0.41768453
FBgn0036671	CG9951	0.242364991	1.306539972
FBgn0036676	CG13028	-0.28333156	-0.445532515
FBgn0036677	CG13023	-0.577062763	-1.125213672
FBgn0036678	CG11905	0.797332752	1.956532688
FBgn0036679	CG13022	-0.503062181	-2.438579754
FBgn0036680	Cpr73D	0.685971643	-1.903506129
FBgn0036681	CG13027	-0.439559239	-1.416553448
FBgn0036684	CG3764	-0.799455184	0.352833624
FBgn0036685	CG6664	-0.038036546	2.049569374
FBgn0036686	CG7728	-0.022862516	1.773676745
FBgn0036687	CG6652	0.039608598	-1.559703534
FBgn0036688	Fit2	1.619974084	2.619826044
FBgn0036689	CG7730	-0.86656938	-1.509662852
FBgn0036690	CG14059	0.039608598	1.249740131
FBgn0036691	beg	-0.775002141	1.093313703
FBgn0036695	Papst2	-0.18474534	1.6700238
FBgn0036696	CG14057	-0.349652267	1.0610675
FBgn0036697	rogdi	0.459463113	2.819614699
FBgn0036698	CG7724	0.957273665	1.943189384
FBgn0036702	CG6512	1.062761673	3.584780352
FBgn0036703	CG7707	-2.331950265	-2.647166376
FBgn0036704	CG6497	-0.314028357	-2.454521298
FBgn0036706	CG6485	-0.079563103	-1.606524391
FBgn0036707	CG13724	-0.577062763	-1.359884424
FBgn0036708	CG13725	-1.100624719	-2.232128876
FBgn0036709	Or74a	-0.365558658	-1.991120777
FBgn0036710	CG6479	-0.708768442	1.001926462
FBgn0036711	CG13727	-0.133456111	-1.116651659
FBgn0036712	CG16793	0.755512576	-0.485415306
FBgn0036713	Mip	-0.425059669	-0.856619741
FBgn0036714	CG7692	-1.043147868	0.576555106
FBgn0036715	Cad74A	2.499288123	3.744601344
FBgn0036716	CG13728	0.020838794	-1.929201743
FBgn0036717	CG13731	-0.729065856	-1.930100339
FBgn0036723	CG12229	-0.182783824	-0.120235996
FBgn0036725	CG18265	1.282074701	2.758419648
FBgn0036726	CG7603	0.654752912	2.43027771
FBgn0036727	CG7589	-0.577062763	-0.445532515
FBgn0036728	CG7580	1.031454466	3.743945284
FBgn0036729	CG13733	-1.246914161	-2.156180023
FBgn0036730	qjt	-0.214492684	-1.084571688
FBgn0036731	CG6333	-0.961726613	-2.122899807
FBgn0036732	Oatp74D	1.45059358	4.011844796
FBgn0036733	U4-U6-60K	-0.000870472	2.315968331
FBgn0036734	CG7564	1.240634103	3.4969746
FBgn0036735	Edc3	1.027008561	3.288512643
FBgn0036738	CG7542	-0.359471328	-2.132593203
FBgn0036740	CG6259	-0.627688836	1.209708682
FBgn0036741	CG7510	1.347209911	3.770068679
FBgn0036742	CG7497	0.55418177	-1.129035383
FBgn0036745	CG7484	-1.384417685	-0.434172652
FBgn0036746	TORC	0.081900319	-1.07343113
FBgn0036747	CG6052	-0.631510547	-1.751503036
FBgn0036749	CG7460	0.101009142	0.339027825
FBgn0036750	CG6034	0.93751041	-0.992301862
FBgn0036751	Adgf-B	-0.384417685	-0.813176327
FBgn0036752	Adgf-A	3.326618276	5.241576873
FBgn0036754	CG5589	0.120374467	1.65638319
FBgn0036756	cln3	-0.451531881	-2.28657666
FBgn0036757	Ir75a	-0.714566287	-2.136551216
FBgn0036759	CG5577	0.035914114	0.838260451
FBgn0036760	CG5567	0.208812432	1.024507758
FBgn0036761	MED19	2.414272376	5.106515364
FBgn0036762	CG7430	-1.513497634	0.321469453
FBgn0036763	CG7441	-1.074562422	1.341151819
FBgn0036764	CG5535	-0.246914161	1.495055697
FBgn0036765	CG7408	0.519152552	1.311610962
FBgn0036766	CG5506	-0.19003964	-0.969094471
FBgn0036767	CG16775	-0.872518646	-2.304278662
FBgn0036768	CG7402	-0.255134668	-1.826490075
FBgn0036769	Tsp74F	0.278547328	0.248496964
FBgn0036770	Prestin	-1.969380186	-1.165014681
FBgn0036771	CG14353	-0.202667248	1.100854407
FBgn0036772	CG5290	-0.859996726	-0.739088865
FBgn0036773	CG13698	0.963505618	2.59927152
FBgn0036774	mRpS26	0.448028218	2.179997027
FBgn0036775	CG5147	0.442836795	2.359038774
FBgn0036777	CG7341	-1.011465587	0.824585515
FBgn0036778	Cyp312a1	-1.577062763	-3.734629217
FBgn0036780	CG7330	-0.850081257	0.371449302
FBgn0036781	CG13699	-1.676598436	0.608672529
FBgn0036782	CG7320	-0.403033363	-2.232128876
FBgn0036783	CheA75a	-1.470147559	-1.953827714
FBgn0036784	CG5103	-0.769707841	-2.969094471
FBgn0036785	CG13700	-0.655065275	-1.263837736
FBgn0036786	skl	3.695172084	5.943987959
FBgn0036787	CG4306	0.350787451	1.198920941
FBgn0036789	AlCR2	0.21648636	0.650914977
FBgn0036790	star1	-0.577062763	-1.895093889
FBgn0036791	CG7271	-0.205093986	-1.266076208
FBgn0036793	CG4174	-0.287556146	-0.811553194
FBgn0036794	CG18234	-0.872518646	-2.211950994
FBgn0036795	CG18233	-1.277502481	-1.647166376
FBgn0036796	CG18231	-0.955574386	-1.438579754
FBgn0036799	CG13380	-0.287556146	-2.321766089
FBgn0036801	MYPT-75D	4.243945001	6.091429003
FBgn0036804	Sgf11	-0.102153808	0.264702714
FBgn0036805	Chmp1	0.500939749	2.110632722
FBgn0036806	Cyp12c1	-1.384417685	-1.020624771
FBgn0036807	CG6893	-0.017635354	-1.604097654
FBgn0036808	CG18363	-0.287556146	-1.353435173
FBgn0036809	CG12477	-0.503062181	-1.477241374
FBgn0036810	CG6885	-0.036494382	-1.68669474
FBgn0036811	MED11	0.564293086	1.482426532
FBgn0036812	Nufip	1.687352873	3.199226645
FBgn0036813	Aut1	0.940785542	2.38197997
FBgn0036814	CG14073	-1.425059669	-0.721166957
FBgn0036815	HipHop	0.576849921	3.189079525
FBgn0036816	Indy	3.132925992	5.619514306
FBgn0036817	CG6865	-0.467438272	-0.266076208
FBgn0036818	CG14074	-0.038966867	1.210814619
FBgn0036819	dysb	-0.889652993	0.85309896
FBgn0036820	CG6852	-0.482425889	0.97240988
FBgn0036821	CG3961	2.785507316	4.462552365
FBgn0036822	CG11637	-1.577062763	-0.942622259
FBgn0036824	CG3902	1.980154747	4.14188773
FBgn0036825	RpL26	1.679085257	3.834239933
FBgn0036826	CG3893	0.145929889	1.544907903
FBgn0036827	CG6843	1.017883826	2.157014299
FBgn0036828	CG6841	0.159902831	1.667344248
FBgn0036829	Ir75d	0.101009142	-1.203559724
FBgn0036830	CG14077	0.230292159	-1.335222369
FBgn0036831	CG6839	-0.354670342	-1.342311794
FBgn0036832	CG18223	-1.764689766	-1.722454503
FBgn0036833	CG3819	0.344934725	-1.433762738
FBgn0036834	CG6836	0.323401564	1.011796706
FBgn0036835	CG14075	-1.503062181	-1.833032921
FBgn0036836	CG11619	0.718393121	-0.281881912
FBgn0036837	CG18135	0.914790333	2.504245328
FBgn0036838	CG3808	-0.613282951	1.655760757
FBgn0036839	CG18136	0.108828647	0.885707614
FBgn0036842	CG3797	0.212370251	2.62801346
FBgn0036843	CG6812	-0.775002141	0.666942215
FBgn0036844	Mkp3	3.185707477	5.37403279
FBgn0036846	MESR6	-0.241878571	1.066782566
FBgn0036847	CG11577	-0.542297345	0.62935126
FBgn0036848	CG10424	-0.017635354	0.388457534
FBgn0036849	CG14079	-0.515662218	0.141329519
FBgn0036850	CG10419	0.007899738	1.373297727
FBgn0036851	CG14082	-0.969380186	-1.319591718
FBgn0036853	mRpL21	-0.0562306	1.48309001
FBgn0036856	CG9666	0.277086371	2.29534813
FBgn0036857	CG9629	2.945358272	3.533867016
FBgn0036859	CG14085	-1.723904151	-2.501315509
FBgn0036860	CG14086	-0.240027776	0.645014376
FBgn0036861	CG14089	0.147302794	-1.817091377
FBgn0036862	CG9619	1.297406355	0.751383001
FBgn0036868	CG14087	0.908364064	-2.252028434
FBgn0036870	CG14095	0.035914114	-0.878491922
FBgn0036874	CG9472	-0.06248959	-2.170728332
FBgn0036875	CG9449	-0.053500807	0.071420689
FBgn0036876	CG9451	0.060367158	-0.627537569
FBgn0036877	CG9452	-1.162025264	-3.170728332
FBgn0036878	Cpr76Ba	-0.778696624	-2.695529397
FBgn0036880	Cpr76Bc	-0.162025264	-1.377559316
FBgn0036881	Cpr76Bd	-1.162025264	-2.713255566
FBgn0036882	CG9279	-0.314028357	-1.629019029
FBgn0036886	CG9300	0.837974736	3.101576386
FBgn0036887	CG9231	0.596966637	1.722856007
FBgn0036888	CG9330	1.363230991	2.83671
FBgn0036889	CG14100	-0.036494382	0.618178191
FBgn0036890	CG9368	0.468740927	0.686571021
FBgn0036891	CG9372	-0.377753955	0.366639424
FBgn0036892	CG8798	-0.06248959	1.529055864
FBgn0036893	CG9376	-0.551971782	1.141329519
FBgn0036895	CG9392	0.422937237	-0.41584083
FBgn0036896	wnd	1.795980648	3.667080982
FBgn0036897	CG8786	1.148314857	2.926018957
FBgn0036899	tey	1.491416975	3.60876416
FBgn0036900	CG8765	-0.577062763	1.381402777
FBgn0036904	trpml		
FBgn0036905	CG14101		
FBgn0036906	CG14102	-1.551067554	-0.837849937
FBgn0036908	CG14103	-0.822175261	0.678074453
FBgn0036909	CG15881	-0.28333156	1.273106432
FBgn0036910	Cyp305a1	2.049478842	2.923412207
FBgn0036911	Fibp	-1.668985252	0.089799218
FBgn0036913	CG8334	-0.612686673	-1.583601247
FBgn0036915	CG7757	0.274686278	2.526239194
FBgn0036916	Mtr3	-0.756386462	0.92774246
FBgn0036918	CG7770	0.543231471	2.739370801
FBgn0036919	Grasp65	1.190763795	3.09031808
FBgn0036920	CG8004	-0.225590392	1.625852119
FBgn0036921	RhoGDI	-0.008219928	2.138199543
FBgn0036923	CG17732	-2.162025264	-2.884205573
FBgn0036924	hale	-0.091635936	-1.477241374
FBgn0036925	schuy	-2.240027776	-1.6106405
FBgn0036926	CG7646	0.356848047	2.243209133
FBgn0036927	CG7433	-0.655065275	-1.521635494
FBgn0036928	Tom20	0.221797365	2.492384977
FBgn0036929	CG7668	0.186869879	1.961791606
FBgn0036931	CG14183	-0.69253998	-1.025677999
FBgn0036932	CG14184	0.274838598	2.084982202
FBgn0036934	NPFR76F	1.335474396	1.602005377
FBgn0036935	CG14186	0.172958984	1.689117012
FBgn0036936	CG14185	-0.384417685	-1.726893568
FBgn0036937	Ir76b	-0.577062763	-2.062203875
FBgn0036939	CG7365	-0.268940468	-0.768181777
FBgn0036940	obst-J	-1.451531881	-1.039483798
FBgn0036941	CG7335	1.422937237	-0.959756606
FBgn0036942	CG7328	-0.06248959	-1.080125783
FBgn0036945	CG6981	0.007899738	0.698608461
FBgn0036947	obst-F	-1.162025264	-1.288712405
FBgn0036948	CG7298	-0.86656938	-2.354985624
FBgn0036949	CG7290	-0.117631144	-2.38413197
FBgn0036950	CG6996	0.316022033	-1.755690832
FBgn0036951	CG7017	-0.939632842	-1.647166376
FBgn0036952	CG6933	-0.992100262	-1.543330565
FBgn0036953	CG17145	-0.979161206	-1.216009211
FBgn0036956	CG13813	1.177824739	0.50307626
FBgn0036958	CG17233	1.007899738	2.968169774
FBgn0036959	CG6951	0.875064055	2.456942028
FBgn0036962	CG17122	0.127481354	-0.842717185
FBgn0036964	CG6480	-0.01199982	0.689261289
FBgn0036967	CG6597	0.200544816	2.421875269
FBgn0036968	CG6680	0.958990137	1.470830834
FBgn0036969	CG6663	-0.746987764	-1.232128876
FBgn0036970	CG6289	-0.577062763	-1.755690832
FBgn0036972	CG6434	-0.799455184	-1.268654752
FBgn0036973	CG5585	-0.451531881	1.585196334
FBgn0036974	eRF1	0.869737299	3.320729606
FBgn0036975	CG5618	-0.668210651	0.135602908
FBgn0036977	CG5665	0.933899156	-0.126775876
FBgn0036978	Toll-9	-0.830819355	-1.667065933
FBgn0036979	CG13247	-0.365558658	-0.51471608
FBgn0036980	RhoBTB	-0.152923057	1.814060757
FBgn0036984	CG13248	-1.220918953	-0.647166376
FBgn0036985	CG5847	-1.939632842	-2.090109872
FBgn0036986	CG5282	-0.435043758	-0.143842344
FBgn0036987	CG5274	0.048541722	1.09742246
FBgn0036988	CG5262	0.29518169	2.276420509
FBgn0036990	mRpL15	0.246059475	1.704677297
FBgn0036991	CG5872	0.339279308	2.143380259
FBgn0036992	CG11796	-0.091635936	-0.093230771
FBgn0036993	CG5910	0.075013934	0.867406797
FBgn0036994	CG5199	0.023329778	2.497996972
FBgn0036995	CG5195	-0.618882939	-0.858670481
FBgn0036996	CG5932	-0.314028357	-2.135452857
FBgn0036997	CG5955	-0.761487334	-1.930100339
FBgn0036998	CG5969	-0.701390898	1.443219861
FBgn0036999	CG5976	-0.145905598	1.688624373
FBgn0037000	CG5130	1.276095849	3.114673887
FBgn0037001	CG6020	-1.470147559	-1.137492002
FBgn0037003	CG18281	-2.162025264	
FBgn0037004	CG17637		-5.856619741
FBgn0037005	CG5078	-1.799455184	-3.319591718
FBgn0037007	CG5059	1.140961268	3.685279591
FBgn0037008	mTerf3	-1.073894353	0.698608461
FBgn0037009	CG5104	0.648003793	2.795475585
FBgn0037010	CG4825	0.789994707	2.856796403
FBgn0037011	CG4858	-1.261560937	1.00410547
FBgn0037012	Rcd2	1.898670668	3.181250162
FBgn0037013	CG13250	-1.017635354	-0.984201363
FBgn0037014	CG13251	0.142829318	-1.502776466
FBgn0037015	CG13253	0.422937237	0.638235843
FBgn0037016	CG13252	1.422937237	2.831565799
FBgn0037017	CG4074	-0.262954173	0.352833624
FBgn0037018	CG4042	0.369825901	2.212235294
FBgn0037019	CG3947	0.034165392	1.632941543
FBgn0037020	CG4289	1.34350277	2.966702001
FBgn0037021	CG11399	1.633949431	3.923537905
FBgn0037022	CG11396	-0.629151274	1.757887035
FBgn0037023	CG3698	-1.499894902	-2.02156189
FBgn0037024	CG4365	-0.777881772	1.395583272
FBgn0037025	Spc105R	0.362816245	2.370463518
FBgn0037026	CG3634	1.224997859	3.318001053
FBgn0037027	CG3680	1.195526741	2.742285713
FBgn0037028	CG3618	-0.02452174	0.828813888
FBgn0037030	CG3288	-0.084022752	-1.232128876
FBgn0037031	CG11456	-1.232414592	0.223065749
FBgn0037035	CG10589	-0.6411931	-1.209045263
FBgn0037036	CG10586	-0.969380186	-1.784669899
FBgn0037037	CG10588	-0.494600603	-2.725168888
FBgn0037038	CG11037	-0.577062763	-1.744777172
FBgn0037039	CG10587	-1.577062763	-2.36337341
FBgn0037040	CG12983	-1.577062763	-1.68669474
FBgn0037042	CG12984	-0.142659939	-0.874235284
FBgn0037044	CG10585	0.183266824	2.670512246
FBgn0037045	CG10584	0.143783166	1.860628265
FBgn0037046	CG10581	-1.007697117	0.478364506
FBgn0037050	CG10566	-1.647452091	-0.482107129
FBgn0037051	CG10565	2.030022549	4.300745113
FBgn0037057	CG10512	0.510400078	1.181562197
FBgn0037059	CG10510	-0.314028357	-1.38413197
FBgn0037060	CG10508	0.899375281	1.863795544
FBgn0037061	CG12975	0.181929138	1.594238014
FBgn0037063	CG9391	-0.046548046	0.785793032
FBgn0037064	CG9389	-1.69253998	-1.140206387
FBgn0037065	CG12974	-0.682415763	0.885707614
FBgn0037068	Cpr78Cb	0.007899738	-0.826490075
FBgn0037070	CG11309	-1.845551599	0.017649433
FBgn0037071	CG7632	-0.333791612	1.352833624
FBgn0037073	CG7338	0.422937237	2.553530975
FBgn0037074	CG7324	0.897846192	2.808203218
FBgn0037076	CG12972	0.057287765	0.921854581
FBgn0037078	CG12971	-0.824990276	-2.554056971
FBgn0037081	CG6049	0.242364991	2.484430507
FBgn0037082	CG5664	-0.136490172	0.506184401
FBgn0037083	CG5656	-0.236025845	-0.062203875
FBgn0037084	Syx6	0.544243533	1.430836136
FBgn0037085	Neu2	0.289670706	-2.728086371
FBgn0037086	CG7202	-1.627688836	-1.588272687
FBgn0037087	CG7519	-0.082298071	1.884215085
FBgn0037090	CG7529	0.725500007	-0.086698437
FBgn0037092	M6	1.139144271	3.45408577
FBgn0037093	CG7597	0.061838545	2.127847826
FBgn0037094	CG7611	0.94488994	2.741976799
FBgn0037098	Wnk	0.337545746	2.14560101
FBgn0037099	CG7173	-2.621456882	-1.495163282
FBgn0037100	capaR	-1.955574386	-3.016400185
FBgn0037101	CG7634	-0.992100262	-1.41975588
FBgn0037102	CG7172	-0.47396927	1.034657664
FBgn0037105	S1P	-1.398092622	0.319281065
FBgn0037106	CG11307	-1.470147559	-0.336826255
FBgn0037107	CG7166	-1.451531881	-1.126334212
FBgn0037108	CG11306	-0.125366793	1.910051135
FBgn0037109	MED1	0.422937237	2.857454017
FBgn0037110	ORMDL	-0.304044269	1.411727313
FBgn0037115	CG11249	-0.384417685	-0.611542466
FBgn0037116	CG7158	-0.683977967	1.058263645
FBgn0037117	CG11248	-0.455756467	-0.647166376
FBgn0037120	CG11247	-0.369257878	1.880080627
FBgn0037121	Rpb8	-0.601724817	1.870681929
FBgn0037122	CG14570	-0.287556146	1.443599088
FBgn0037123	CG14569	0.422937237	-0.847103946
FBgn0037124	CG14568	-0.577062763	-1.129035383
FBgn0037126	CG14567	1.21648636	0.040243394
FBgn0037127	CG14566	-0.577062763	-1.988203294
FBgn0037128	CG14572	-0.240027776	-1.863484283
FBgn0037129	CG14565	-0.100624719	-0.910200782
FBgn0037130	Syn1	0.422937237	1.838260451
FBgn0037131	CG14564	-0.129603786	-1.080125783
FBgn0037133	CG7370	-0.799455184	-1.343774232
FBgn0037134	CG7407	0.880410003	2.907422476
FBgn0037135	CG7414	0.69723076	2.594388303
FBgn0037137	Nopp140	0.927729389	3.008646451
FBgn0037138	CG7145	0.280918232	1.301434472
FBgn0037140	CG7442	1.211433132	1.637287014
FBgn0037141	DNApol-eta	1.572314861	2.830556392
FBgn0037142	CG14562	1.411063137	2.62967383
FBgn0037143	CG7448	-1.515662218	-2.927274295
FBgn0037144	CG7458	3.357842209	5.026817313
FBgn0037146	CG7470	1.126544234	1.671587471
FBgn0037147	CG7140	-0.255134668	-0.435662271
FBgn0037149	CG14561	0.780489242	2.301118588
FBgn0037150	CG7133	0.178784297	2.157198504
FBgn0037151	CG7130	1.026047085	1.919874217
FBgn0037153	olf413	3.598750798	5.763340766
FBgn0037156	CG11523	1.018912731	3.13611139
FBgn0037162	CG11449	-0.494600603	-2.356117594
FBgn0037163	laza	-0.214492684	1.741605469
FBgn0037164	CG11438	0.516046641	0.813967538
FBgn0037165	CG11437	-1.293269797	0.078211244
FBgn0037166	CG11426	-0.411052811	0.86269467
FBgn0037167	CG11425	-0.769707841	-0.619152
FBgn0037168	CG12377	-1.898990858	-1.817091377
FBgn0037169	CG11404	-1.413564031	-2.255975618
FBgn0037170	Trxr-2	-0.425059669	-1.784669899
FBgn0037171	CG14459	-0.046548046	-2.433762738
FBgn0037172	CG6914	-0.577062763	-1.191486892
FBgn0037174	CG14457	-0.277502481	-0.100884343
FBgn0037175	CG14455	-0.746987764	-1.477241374
FBgn0037176	CG14456	-0.655065275	-1.697792449
FBgn0037177	CG14454		-5.856619741
FBgn0037181	CG11370	0.123376955	-1.194654171
FBgn0037182	CG6838	1.324309204	3.821416941
FBgn0037183	CG14451	-0.251662476	0.097178749
FBgn0037184	CG14450	-1.099015466	1.381122669
FBgn0037185	CG11367	2.823936903	4.991183338
FBgn0037186	CG11241	0.159902831	1.298677854
FBgn0037188	CG7369	0.117128808	0.60621786
FBgn0037191	CG14448	-1.503062181	-2.039483798
FBgn0037195	CG11226	-2.314028357	-1.288712405
FBgn0037197	CG13239	-1.577062763	-2.016400185
FBgn0037199	CG11137	0.752244862	2.099872027
FBgn0037200	CG11109	0.047070335	2.14199543
FBgn0037202	Ssl1	-0.577062763	1.731345248
FBgn0037203	slif	-0.074562422	-0.261275222
FBgn0037204	CG11131	-0.22913946	-0.454521298
FBgn0037205	CG11133	-1.451531881	-3.214850885
FBgn0037206	CG12768	-0.437659706	0.48651206
FBgn0037207	Mes2	2.857033072	5.123851394
FBgn0037212	nAcRalpha-80B	-0.969380186	-1.191486892
FBgn0037213	CG12581	1.142829318	3.161919434
FBgn0037215	CG12582	2.305580286	3.952344434
FBgn0037217	CG14636	0.230292159	-0.040830224
FBgn0037218	aux	0.706730203	3.18478591
FBgn0037220	CG14641	1.715117989	4.163677532
FBgn0037222	CG14642	2.045132644	2.913850429
FBgn0037224	TwdlF	-0.394198706	-0.615457516
FBgn0037225	TwdlG	-2.121383279	-2.597125693
FBgn0037227	TwdlV	-1.293269797	-1.454521298
FBgn0037228	CG1092	0.722497519	1.018414585
FBgn0037229	CG9766	-1.162025264	-2.711296713
FBgn0037230	CG9780	-0.470147559	0.082744461
FBgn0037231	vps24	-0.06248959	1.311013449
FBgn0037232	CG9791	0.486502366	2.187844889
FBgn0037234	CG9795	1.428650888	3.397767372
FBgn0037235	CG1103	0.668847465	2.332075064
FBgn0037236	CG9772	-0.127259845	1.766554195
FBgn0037238	CG1090	-0.670172167	0.499223111
FBgn0037239	CG11739	2.078821524	4.055955763
FBgn0037240	Cont	0.592862239	2.489844003
FBgn0037241	CG14646	0.349475075	2.298543469
FBgn0037242	CG9855	0.619737945	2.5045827
FBgn0037244	CG14647	-0.347580917	1.797052149
FBgn0037245	growl	1.803209318	3.954474866
FBgn0037248	Spargel	1.708846109	4.054601791
FBgn0037249	eIF3-S10	1.532784418	3.845103023
FBgn0037250	CG1074	0.95869574	3.196318023
FBgn0037251	CG9804	-0.05945553	1.672112141
FBgn0037252	CG14650	0.723446348	2.238798381
FBgn0037254	CG14651	-0.007697117	-2.340188622
FBgn0037255	Fip1	1.727791819	3.441427548
FBgn0037260	Mur82C	0.837974736	-1.985036014
FBgn0037261	CG9775	1.027635956	3.196474752
FBgn0037262	MED31	0.382295253	2.639356383
FBgn0037263	CG18271	0.382295253	2.639356383
FBgn0037265	CG12001	0.422937237	-0.253502527
FBgn0037270	CG9769	0.422937237	2.976210009
FBgn0037275	CG14655	1.007899738	1.466490406
FBgn0037276	CG17387	0.200544816	-1.389098223
FBgn0037279	CG1129	-0.0347446	2.053273342
FBgn0037280	CG1126	-0.178513386	-0.615457516
FBgn0037282	CG14657	0.399976089	2.322641595
FBgn0037288	CG14661	-0.577062763	-1.325238281
FBgn0037290	CG1124	-1.368476141	-0.955919082
FBgn0037291	CG14662	-1.459705812	-1.927274295
FBgn0037292	CG2022	-1.729065856	-1.881631629
FBgn0037293	CG12007	0.090361898	2.512427262
FBgn0037294	CG12590	-0.314028357	-1.874972293
FBgn0037295	dpr16	-0.666699975	0.307979389
FBgn0037296	Prosbeta2R2	-1.489599922	-1.487385932
FBgn0037297	CG1116	0.007899738	1.590273849
FBgn0037298	CG2604	0.323401564	-0.246204062
FBgn0037299	CG1115	1.50266443	2.984089777
FBgn0037301	Mms19	0.685971643	2.738724778
FBgn0037304	CG1113	0.778032196	-0.837849937
FBgn0037305	CG12173	-0.146428409	1.046172286
FBgn0037307	Tim17a2	-0.898990858	-2.125213672
FBgn0037310	Tim17b1	-0.635956452	-1.196059622
FBgn0037312	CG11999	0.695955731	2.701561779
FBgn0037313	CG1161	0.126805143	2.042233535
FBgn0037315	Cerk	2.640414168	5.344097777
FBgn0037317	CG14667	0.453310886	2.49246816
FBgn0037320	CG14668	-1.277502481	-1.180598576
FBgn0037321	CG1172	0.738713105	3.380314361
FBgn0037322	Or83a	-0.331950265	-1.562774188
FBgn0037323	CG2663	0.044425614	0.687252663
FBgn0037324	Or83b	-0.384417685	-1.136551216
FBgn0037325	CG12147	-0.162025264	-3.412701122
FBgn0037326	CG14669	0.654262783	-0.122899807
FBgn0037327	PEK	0.972904316	2.96543888
FBgn0037328	RpL35A	1.167476051	3.621581681
FBgn0037329	CG12162	0.622874808	2.17056023
FBgn0037330	mRpL44	0.151635215	1.748762301
FBgn0037332	Hcs	-1.149641539	0.512614068
FBgn0037336	CG2519	1.925437578	4.118224036
FBgn0037338	Snm1	-0.029574968	-0.749528093
FBgn0037339	Pi4KIIalpha	-0.461585546	1.455014019
FBgn0037340	CG14671	0.057652773	1.396335263
FBgn0037341	CG12746	0.012848954	1.112293856
FBgn0037342	CG2931	0.665793761	2.295608756
FBgn0037344	CG2926	0.370469817	2.98470059
FBgn0037345	rev7	-1.515662218	-0.526311981
FBgn0037347	CG1427	-0.674359964	1.475892021
FBgn0037350	CG2911	0.167436504	2.249965253
FBgn0037351	RpL13A	1.915761518	4.290088327
FBgn0037352	CG14673	-1.240027776	-1.009736455
FBgn0037354	CG12171	1.323401564	2.165206621
FBgn0037356	CG12170	0.462465601	2.994379653
FBgn0037357	sec23	0.329155091	2.285420703
FBgn0037358	elm	2.058172944	4.933683217
FBgn0037359	MED27	-0.056672264	0.853446855
FBgn0037360	CG2182	1.815606923	4.125423128
FBgn0037363	CG1347	0.348936656	2.697662121
FBgn0037364	Rab23	1.244436341	3.865986122
FBgn0037365	CG2104	-2.162025264	-1.804707653
FBgn0037368	CG1239	-1.872518646	-0.58005218
FBgn0037369	CG2100	-0.293269797	-0.847103946
FBgn0037370	CG1236	0.966558942	3.491361426
FBgn0037371	Sym	-0.462891743	2.327742643
FBgn0037372	CG2091	0.671757784	2.160188546
FBgn0037374	jagn	0.205706521	2.635591122
FBgn0037375	kat-60L1	0.548468119	0.754450608
FBgn0037376	CG2051	-0.387792412	1.230577874
FBgn0037377	CG1218	-0.78351364	-0.016922996
FBgn0037378	CG2046	-0.084022752	1.656987017
FBgn0037379	CG10979	1.023841282	2.441896793
FBgn0037380	CG11000	-1.314028357	-1.304278662
FBgn0037382	Hpr1	-0.721452672	0.99919667
FBgn0037383	CG2023	-0.273670619	1.357869214
FBgn0037384	CG10981	-0.604543499	0.92219927
FBgn0037385	glob3	-0.676598436	-1.325238281
FBgn0037386	CG1208	-0.461585546	-0.647166376
FBgn0037387	CG1213	-1.314028357	-1.566547915
FBgn0037388	CG14676	-0.240027776	-1.341063248
FBgn0037391	CG2017	0.123376955	2.044995184
FBgn0037395	CG10280	0.685971643	-0.191486892
FBgn0037396	CG11459	-4.726809882	-1.612400958
FBgn0037397	CG1075	-0.255134668	-2.913952916
FBgn0037398	CG15580	-0.439559239	-1.573165794
FBgn0037399	Or83c	-4.726809882	-1.746702049
FBgn0037402	CG1076	-0.86656938	-1.38413197
FBgn0037405	CG1077	-1.577062763	-1.306129458
FBgn0037406	Osi1	-0.079563103	-2.090109872
FBgn0037408	NPFR1	-1.503062181	0.41556938
FBgn0037409	CG15589	0.422937237	1.854138196
FBgn0037410	Osi2	-0.425059669	-1.877463995
FBgn0037411	Osi3	0.89242252	-1.353435173
FBgn0037412	Osi4	0.422937237	-1.409006639
FBgn0037413	Osi5	-4.726809882	-1.577903713
FBgn0037414	Osi7	1.470242952	2.035261934
FBgn0037415	Osi8	-1.384417685	-1.69447209
FBgn0037416	Osi9	0.77086054	0.595690148
FBgn0037417	Osi10	1.05096846	-1.559703534
FBgn0037418	Osi11	-2.036494382	-1.485885469
FBgn0037419	Osi12	-1.162025264	-0.127792217
FBgn0037420	CG15597	-0.494600603	-3.252028434
FBgn0037421	CG15594	-0.06248959	-1.589063421
FBgn0037422	Osi13	-1.354670342	-2.647166376
FBgn0037424	Osi15	-0.655065275	0.290097869
FBgn0037427	Osi17	-0.10757748	1.225721706
FBgn0037428	Osi18	-4.726809882	-0.433762738
